Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Name_Clean,Cluster,SVD_Component_1,SVD_Component_2,Combined_Cluster
The Sims 4: Get Together,PC,2015.0,Simulation,Electronic Arts,0.05,0.15,0.0,0.02,0.22,72.0,16.0,7.3,117.0,Maxis,T,the sims 4 get together,1,-0.003512495601160035,0.046967507904729436,0
Tales of Graces,Wii,2009.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22,,,,,,,tales of graces,1,0.003715123219627787,0.017408107334013587,0
Viewtiful Joe 2,GC,2004.0,Action,Capcom,0.17,0.04,0.0,0.01,0.22,86.0,39.0,8.3,19.0,Clover Studio,T,viewtiful joe 2,1,0.0001967887999529803,0.00045900212859954813,0
Neopets Puzzle Adventure,Wii,2008.0,Puzzle,Capcom,0.18,0.02,0.0,0.02,0.22,52.0,11.0,tbd,,Infinite Interactive,E,neopets puzzle adventure,1,0.006998064655546805,0.007486077327545183,0
Mary-Kate and Ashley: Sweet 16 - Licenced to Drive,PS2,2002.0,Misc,Acclaim Entertainment,0.11,0.08,0.0,0.03,0.22,,,,,,,mary kate and ashley sweet 16 licenced to drive,1,0.0033262218639446305,0.0003863476492020726,0
LEGO Harry Potter: Years 5-7,PC,,Action,Warner Bros. Interactive Entertainment,0.05,0.14,0.0,0.03,0.22,80.0,5.0,8.5,44.0,Traveller's Tales,E10+,lego harry potter years 5 7,9,0.022760051482759707,0.045245071260597416,0
Child of Eden,PS3,2011.0,Shooter,Ubisoft,0.09,0.1,0.0,0.04,0.22,81.0,21.0,7.8,25.0,Q Entertainment,E10+,child of eden,1,0.001084050882276161,0.0008216164897185387,0
All Star Karate,Wii,2010.0,Action,THQ,0.13,0.07,0.0,0.02,0.22,46.0,4.0,tbd,,THQ,E10+,all star karate,9,0.09486780147667596,0.2939113420506726,0
Dragon Ball: Origins (JP & incomplete US sales),DS,2008.0,Adventure,Atari,0.04,0.0,0.17,0.0,0.22,,,,,,,dragon ball origins jp incomplete us sales,8,0.0523416349823029,-0.025425723363259427,0
NBA Jam Extreme,PS,1996.0,Sports,Acclaim Entertainment,0.12,0.08,0.0,0.01,0.22,,,,,,,nba jam extreme,1,-0.004092119830728684,-0.03146794130877892,0
Naruto Shippuden: Ninja Council 4,DS,2007.0,Action,Nintendo,0.08,0.0,0.13,0.01,0.22,49.0,10.0,tbd,,"Aspect, Takara Tomy",E10+,naruto shippuden ninja council 4,1,0.0028258784955095483,0.007140694944273763,0
Touch the Dead,DS,2007.0,Shooter,Eidos Interactive,0.2,0.0,0.0,0.02,0.22,56.0,31.0,5.6,5.0,Secret Stash Games,M,touch the dead,1,-0.0014475645195743789,0.019821469462330647,0
Worms: Battle Islands,Wii,2010.0,Strategy,THQ,0.1,0.1,0.0,0.02,0.22,58.0,13.0,tbd,,Team 17,E10+,worms battle islands,1,0.01150727262480125,0.02590111869067844,0
Nickelodeon Party Blast,XB,2002.0,Misc,Infogrames,0.16,0.05,0.0,0.01,0.22,19.0,4.0,4.3,7.0,Data Design Interactive,E,nickelodeon party blast,1,0.008039196541861368,0.03689200318259011,0
Jackass the Game,PSP,2007.0,Action,Empire Interactive,0.09,0.08,0.0,0.05,0.22,58.0,21.0,7,12.0,Sidhe Interactive,M,jackass the game,3,0.02547458883420117,0.19218300939665015,0
Ragnarok DS,DS,2008.0,Role-Playing,GungHo,0.1,0.0,0.11,0.01,0.22,53.0,19.0,5.8,17.0,GungHo,E10+,ragnarok ds,1,0.029439231214164266,0.039905052960127474,0
NHL Championship 2000,PS,1998.0,Sports,Fox Interactive,0.12,0.08,0.0,0.01,0.22,,,,,,,nhl championship 2000,1,0.06070263736752777,0.01088120079088538,0
ATV Quad Kings,Wii,2009.0,Racing,Zoo Digital Publishing,0.2,0.0,0.0,0.01,0.22,33.0,4.0,tbd,,Beyond Reality,E,atv quad kings,1,0.0032835530955392634,0.0020095815254610144,0
Shellshock: Nam '67,XB,2004.0,Shooter,Eidos Interactive,0.16,0.05,0.0,0.01,0.22,58.0,37.0,7,14.0,Guerrilla,M,shellshock nam 67,1,2.877275275680737e-05,0.00014744750623852908,0
Ultimate Band,DS,2008.0,Misc,Disney Interactive Studios,0.19,0.02,0.0,0.02,0.22,69.0,11.0,tbd,,Fall Line Studio,E,ultimate band,1,0.004087839616541949,0.033880929135527406,0
Kartia: The Word of Fate,PS,1998.0,Strategy,Konami Digital Entertainment,0.05,0.03,0.12,0.01,0.22,,,,,,,kartia the word of fate,1,0.0025868575088357046,0.005644596446861361,0
Karaoke Revolution Glee 2: Road to Regionals,Wii,2011.0,Misc,Konami Digital Entertainment,0.14,0.06,0.0,0.02,0.22,,,,,,,karaoke revolution glee 2 road to regionals,1,0.0024758840507820624,0.012434606651182466,0
Magna Carta: Tears of Blood,PS2,2004.0,Role-Playing,505 Games,0.11,0.08,0.0,0.03,0.22,66.0,34.0,7,22.0,SoftMax,T,magna carta tears of blood,1,0.0016126629304473743,0.003290406078592967,0
All-Star Baseball 2002,GC,2001.0,Sports,Acclaim Entertainment,0.17,0.04,0.0,0.01,0.22,66.0,17.0,5.6,9.0,Acclaim,E,all star baseball 2002,9,0.08104302554354492,0.1442987377933743,0
Lethal Skies Elite Pilot: Team SW,PS2,2001.0,Simulation,Sammy Corporation,0.11,0.08,0.0,0.03,0.22,59.0,16.0,tbd,,Bit Town,E,lethal skies elite pilot team sw,1,0.008842025379619185,0.008073516696848639,0
Capcom vs. SNK,DC,2000.0,Fighting,Virgin Interactive,0.0,0.0,0.22,0.0,0.22,80.0,17.0,9,24.0,Capcom,T,capcom vs snk,1,0.010425545588417013,0.006587410657029677,0
Pinball Hall of Fame: The Williams Collection,PS3,2009.0,Misc,Crave Entertainment,0.2,0.0,0.0,0.02,0.22,82.0,16.0,7.9,8.0,Farsight Studios,E10+,pinball hall of fame the williams collection,1,0.007565170255408734,0.005497804829338574,0
Aliens vs Predator: Requiem,PSP,2007.0,Action,Vivendi Games,0.03,0.12,0.0,0.07,0.22,49.0,34.0,5.6,19.0,Rebellion,T,aliens vs predator requiem,1,0.006681716704505909,0.0054268181247197214,0
Dishonored 2,XOne,2016.0,Action,Bethesda Softworks,0.12,0.08,0.0,0.02,0.22,88.0,22.0,6.8,156.0,Arkane Studios,M,dishonored 2,1,1.4764400253537686e-06,2.0823919307517044e-06,0
Asphalt: Injection,PSV,2011.0,Action,Ubisoft,0.13,0.06,0.0,0.03,0.22,49.0,33.0,4.8,28.0,Ubisoft,E10+,asphalt injection,1,0.0002014622628206566,1.2053418173541547e-05,0
Tamagotchi no KiraKira Omisecchi,DS,2008.0,Misc,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22,,,,,,,tamagotchi no kirakira omisecchi,1,0.0012783435896489138,0.002822206058876798,0
From Russia With Love,GC,2005.0,Action,Electronic Arts,0.17,0.04,0.0,0.01,0.22,70.0,20.0,8.5,13.0,Electronic Arts,T,from russia with love,1,0.001037020797473089,0.002421113575222914,0
Family Fest presents: Movie Games,Wii,2008.0,Action,Ubisoft,0.2,0.01,0.0,0.02,0.22,,,tbd,,Phoenix Entertainment,E10+,family fest presents movie games,1,0.009895015662338623,0.013374359269233839,0
Guitar Hero: Smash Hits,PS2,2009.0,Misc,Activision,0.11,0.01,0.0,0.1,0.22,69.0,6.0,8.3,6.0,Beenox,T,guitar hero smash hits,1,0.012327778818378043,0.033380015635381885,0
NBA Live 09 All-Play,Wii,2008.0,Sports,Electronic Arts,0.19,0.01,0.0,0.02,0.22,51.0,11.0,5.9,14.0,EA Sports,E,nba live 09 all play,1,0.004100480019221731,-0.037673527337516666,0
NFL Quarterback Club 2002,PS2,2001.0,Sports,Acclaim Entertainment,0.11,0.08,0.0,0.03,0.22,67.0,12.0,7.8,6.0,Acclaim,E,nfl quarterback club 2002,4,0.0315306143187569,0.014316161155586699,0
NCAA Basketball 09,X360,2008.0,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.22,70.0,23.0,5.6,8.0,EA Canada,E,ncaa basketball 09,1,0.01672965605054893,0.001427809659435841,0
Kirby's Star Stacker,GB,1997.0,Puzzle,Nintendo,0.0,0.0,0.22,0.0,0.22,,,,,,,kirby s star stacker,9,0.05582834970942078,0.1720584927531325,0
Shin Megami Tensei: Persona,PSP,2009.0,Role-Playing,Atlus,0.08,0.0,0.13,0.01,0.22,78.0,30.0,8,47.0,ITL,T,shin megami tensei persona,1,0.005176688911848055,0.0025945465549376432,0
Kung Fu Panda 2,DS,2011.0,Action,THQ,0.15,0.05,0.0,0.02,0.22,,,,,,,kung fu panda 2,1,0.002675990291696541,0.002099257180068468,0
Lords of the Fallen,XOne,2014.0,Role-Playing,Square Enix,0.1,0.1,0.0,0.02,0.22,71.0,13.0,6.7,166.0,"City Interactive, Deck 13",M,lords of the fallen,1,0.0009208636826274806,0.002361309761740806,0
LEGO The Lord of the Rings,PC,2012.0,Action,Warner Bros. Interactive Entertainment,0.07,0.13,0.0,0.03,0.22,80.0,6.0,8.2,127.0,TT Games,E10+,lego the lord of the rings,9,0.017520683894664532,0.043053781960961664,0
Kidz Bop Dance Party! The Video Game,Wii,2010.0,Misc,D3Publisher,0.2,0.0,0.0,0.01,0.22,,,,,,,kidz bop dance party the video game,3,0.013618214671579426,0.1570292121717369,0
Growlanser: Heritage of War,PS2,2006.0,Role-Playing,Rising Star Games,0.11,0.08,0.0,0.03,0.22,60.0,7.0,7.9,9.0,Career Soft,T,growlanser heritage of war,1,0.017332270103289672,0.01765439773154374,0
Ben 10 Alien Force: Vilgax Attacks,X360,2009.0,Action,D3Publisher,0.11,0.09,0.0,0.02,0.22,61.0,9.0,8.3,4.0,Papaya Studios,E10+,ben 10 alien force vilgax attacks,1,0.015589688505006956,0.023265232937926303,0
Imagine: Detective,DS,2009.0,Simulation,Ubisoft,0.14,0.01,0.0,0.06,0.22,,,tbd,,Ubisoft Sao Paulo,E,imagine detective,1,0.006343706821476177,0.007851150011675809,0
Rugby 2004,PS2,2003.0,Sports,Electronic Arts,0.11,0.08,0.0,0.03,0.22,61.0,13.0,6.8,65.0,HB Studios Multimedia,E,rugby 2004,1,0.025842759847839326,0.011928745681329202,0
Disney's Magical Quest Starring Mickey and Minnie,GBA,2002.0,Action,Nintendo,0.16,0.06,0.0,0.0,0.22,,,,,,,disney s magical quest starring mickey and minnie,1,0.00980722735804886,0.004688975169083796,0
The Amazing Spider-Man 2 (2014),XOne,2014.0,Action,Activision,0.12,0.08,0.0,0.02,0.22,,,,,,,the amazing spider man 2 2014,6,0.03446964798835233,0.0916094787826884,0
Senran Kagura 2: Deep Crimson ,3DS,2014.0,Action,Marvelous Entertainment,0.1,0.02,0.08,0.01,0.22,58.0,28.0,6.8,56.0,Tamsoft,M,senran kagura 2 deep crimson,1,0.0003896667026056318,0.0007100031077403317,0
NBA 06,PSP,2005.0,Sports,Sony Computer Entertainment,0.2,0.0,0.0,0.02,0.22,72.0,19.0,5.4,8.0,SCEA Sports Studio,E,nba 06,1,0.010340013937362518,-0.04630632583406253,0
KORG DS-10 Synthesizer,DS,2008.0,Misc,AQ Interactive,0.19,0.01,0.0,0.02,0.22,82.0,11.0,8.2,13.0,AQ Interactive,E,korg ds 10 synthesizer,1,0.06182332880687502,0.0450648566462705,0
Naruto: Ninja Council,GBA,2003.0,Action,Tomy Corporation,0.16,0.06,0.0,0.0,0.22,60.0,12.0,7.1,9.0,Aspect,E10+,naruto ninja council,1,0.002616387286730168,0.006524584542649445,0
DS Nishimura Kyotaro Suspense Shin Tantei Series: Kyoto Atami Zekkai no Kotou - Satsui no Wana,DS,2007.0,Adventure,Tecmo Koei,0.0,0.0,0.22,0.0,0.22,,,,,,,ds nishimura kyotaro suspense shin tantei series kyoto atami zekkai no kotou satsui no wana,1,0.0390907517825809,0.04759996857025752,0
Tropico 3,X360,2009.0,Strategy,Kalypso Media,0.15,0.02,0.03,0.01,0.22,75.0,33.0,6.6,22.0,Haemimont,T,tropico 3,1,0.0001319130088688211,2.324427106956783e-05,0
Wreckless: ThE YaKuza MisSiOns,PS2,2002.0,Racing,Activision,0.11,0.08,0.0,0.03,0.22,60.0,16.0,tbd,,Stealth Studios,T,wreckless the yakuza missions,1,0.00017700744049524688,0.00025736372974457535,0
Deadly Creatures,Wii,2009.0,Action,THQ,0.08,0.12,0.0,0.02,0.22,72.0,45.0,8.8,36.0,Rainbow Studios,T,deadly creatures,1,0.0004266053598914641,0.001945266708563233,0
Naruto Shippuden: Ultimate Ninja Storm Revolution,X360,2014.0,Fighting,Namco Bandai Games,0.14,0.06,0.0,0.02,0.22,62.0,11.0,7.3,44.0,CyberConnect2,T,naruto shippuden ultimate ninja storm revolution,1,0.0071422119882712685,0.0228881317503334,0
CSI: Fatal Conspiracy,Wii,2010.0,Adventure,Ubisoft,0.12,0.08,0.0,0.02,0.22,,,tbd,,Telltale Games,M,csi fatal conspiracy,1,0.0006298073541938462,0.0007758911258527804,0
Jikkyou Powerful Major League,PS2,2006.0,Sports,Konami Digital Entertainment,0.0,0.0,0.22,0.0,0.22,,,,,,,jikkyou powerful major league,5,0.18663180417508082,-0.14961954246879774,0
Dead Island,PC,2011.0,Action,Deep Silver,0.12,0.07,0.0,0.03,0.22,80.0,24.0,6.8,1428.0,Techland,M,dead island,1,0.0019345102300618372,0.025799439902696442,0
NFL 2K3,GC,2002.0,Sports,Sega,0.17,0.04,0.0,0.01,0.22,92.0,24.0,8.3,15.0,Visual Concepts,E,nfl 2k3,4,0.02016003491415377,0.024287101316189403,0
Saltwater Sportfishing,PS,2001.0,Sports,Take-Two Interactive,0.12,0.08,0.0,0.01,0.22,,,,,,,saltwater sportfishing,1,0.0,0.0,0
Hasbro Family Game Night,DS,2009.0,Puzzle,Electronic Arts,0.01,0.19,0.0,0.02,0.22,57.0,6.0,tbd,,Electronic Arts,E,hasbro family game night,3,0.011700441716685737,0.060504516432358345,0
Yoshi Touch & Go (JP sales),DS,2005.0,Platform,Nintendo,0.0,0.0,0.22,0.0,0.22,,,,,,,yoshi touch go jp sales,8,0.046266641584294506,0.008303949544124244,0
Samurai Jack: The Amulet of Time,GBA,2003.0,Platform,Zoo Digital Publishing,0.16,0.06,0.0,0.0,0.22,63.0,13.0,tbd,,Virtucraft,T,samurai jack the amulet of time,1,0.011673709530913871,0.01248875074701444,0
J-League Winning Eleven 2008: Club Championship,PS2,2008.0,Sports,Konami Digital Entertainment,0.0,0.0,0.22,0.0,0.22,,,,,,,j league winning eleven 2008 club championship,1,0.08827066562459344,0.027609079233085913,0
Sports Car GT,PS,1999.0,Racing,Electronic Arts,0.12,0.08,0.0,0.01,0.22,,,,,,,sports car gt,1,0.01486020827988077,0.00596796128745678,0
Jackie Chan: Stuntmaster,PS,1999.0,Action,Sony Computer Entertainment,0.12,0.08,0.0,0.01,0.22,,,,,,,jackie chan stuntmaster,1,0.0007929130009251173,0.0007434801993902402,0
Hunted: The Demon's Forge,X360,2011.0,Action,Bethesda Softworks,0.13,0.06,0.0,0.02,0.22,61.0,59.0,6,116.0,InXile Entertainment,M,hunted the demon s forge,1,0.000354048385892953,0.00032635705597776083,0
Scooby-Doo! Mystery Mayhem,GC,2004.0,Action,THQ,0.17,0.04,0.0,0.01,0.22,,,,,,,scooby doo mystery mayhem,1,0.001271989736370993,0.001784559103484365,0
Kanzen Chuuki Pro Yakyuu Greatest Nine,SAT,1995.0,Sports,Sega,0.0,0.0,0.22,0.0,0.22,,,,,,,kanzen chuuki pro yakyuu greatest nine,5,0.25169934514683834,-0.21229420294516352,0
Yu-Gi-Oh! GX: Spirit Caller (American Sales),DS,2006.0,Misc,Konami Digital Entertainment,0.18,0.02,0.0,0.02,0.22,,,,,,,yu gi oh gx spirit caller american sales,1,0.028872274711067427,0.023968537485319165,0
Summer Athletics: The Ultimate Challenge (Others sales),Wii,2008.0,Sports,DTP Entertainment,0.0,0.2,0.0,0.01,0.22,,,,,,,summer athletics the ultimate challenge others sales,1,0.02561362256125089,0.01473250527801751,0
American Idol,GBA,2003.0,Misc,Codemasters,0.15,0.06,0.0,0.0,0.22,,,4.8,5.0,Mobius Entertainment,E,american idol,1,0.002836114322058614,-0.0009846020551658244,0
Britney's Dance Beat,GBA,2002.0,Misc,THQ,0.15,0.06,0.0,0.0,0.22,53.0,14.0,7.4,5.0,Art,E,britney s dance beat,7,-0.010290917336925097,0.05829045269307304,0
Shrek SuperSlam,GC,2005.0,Action,Activision,0.17,0.04,0.0,0.01,0.22,70.0,11.0,7.8,6.0,Shaba Games,E10+,shrek superslam,1,0.0009174444509079854,0.0034829663244616595,0
Full Auto,X360,2006.0,Shooter,Sega,0.19,0.01,0.0,0.02,0.22,70.0,63.0,7.8,36.0,Pseudo Interactive,T,full auto,1,0.0010111154247304023,0.0037354063249249642,0
Sailor Moon,SNES,1993.0,Action,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22,,,,,,,sailor moon,1,0.004213848660319383,0.005377302263179989,0
Herdy Gerdy,PS2,2002.0,Adventure,Eidos Interactive,0.11,0.08,0.0,0.03,0.22,69.0,24.0,5,12.0,Core Design Ltd.,E,herdy gerdy,1,0.0,0.0,0
Pass the Pigs,DS,2008.0,Misc,THQ,0.2,0.0,0.0,0.02,0.22,,,,,,,pass the pigs,1,2.275648842244109e-06,4.385176272429745e-06,0
Afrika,PS3,2008.0,Adventure,Unknown,0.12,0.0,0.08,0.01,0.22,63.0,12.0,6.2,34.0,Rhino Studios,E10+,afrika,1,0.0,0.0,0
The Crew,X360,2014.0,Racing,Ubisoft,0.06,0.14,0.0,0.02,0.22,,,6.4,94.0,Ivory Tower,T,the crew,1,0.00019537027910192188,0.0002868949933611415,0
G.I. Joe: The Rise of Cobra,Wii,2009.0,Action,Electronic Arts,0.17,0.03,0.0,0.02,0.22,51.0,11.0,tbd,,Double Helix Games,T,g i joe the rise of cobra,1,0.000981066221026991,0.001829596625997186,0
Jewel Quest: Expeditions,DS,2007.0,Puzzle,Avanquest,0.03,0.17,0.0,0.01,0.22,68.0,4.0,tbd,,iWin,E,jewel quest expeditions,1,0.009477428825082188,0.00037902256678247606,0
Digimon World Re:Digitize,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22,,,,,,,digimon world re digitize,1,0.17595911260834765,0.18500899293357884,0
The Legend of Heroes: Trails in the Sky First Chapter,PSP,2006.0,Role-Playing,Ghostlight,0.1,0.03,0.06,0.03,0.22,,,,,,,the legend of heroes trails in the sky first chapter,1,0.009151275276248457,0.0323859266249209,0
Marvel Super Hero Squad: The Infinity Gauntlet,DS,2010.0,Action,THQ,0.17,0.03,0.0,0.02,0.22,,,tbd,,THQ,E10+,marvel super hero squad the infinity gauntlet,3,0.02956452081040393,0.08561813749709227,0
Over G Fighters,X360,2006.0,Simulation,Ubisoft,0.19,0.01,0.0,0.02,0.21,49.0,36.0,6,49.0,Taito Corporation,T,over g fighters,1,0.00016595655769135326,0.004980319240669526,0
NBA in the Zone 2000,PS,2000.0,Sports,Konami Digital Entertainment,0.12,0.08,0.0,0.01,0.21,,,,,,,nba in the zone 2000,1,0.004386319506703669,-0.030138622779410092,0
Dark Summit,PS2,2001.0,Sports,THQ,0.11,0.08,0.0,0.03,0.21,67.0,11.0,tbd,,Radical Entertainment,T,dark summit,1,0.008858325462391549,0.004375093336240397,0
Angry Birds Star Wars,PS4,2013.0,Strategy,Activision,0.1,0.08,0.0,0.04,0.21,47.0,5.0,2,87.0,Exient Entertainment,E,angry birds star wars,9,0.07773951579425112,0.25474234609079704,0
Hot Shots Tennis: Get a Grip,PSP,2010.0,Sports,Sony Computer Entertainment,0.07,0.0,0.13,0.01,0.21,80.0,27.0,8,17.0,Clap Hanz,E,hot shots tennis get a grip,1,0.010457623596197988,0.01093806368852997,0
Cabela's Big Game Hunter: Ultimate Challenge,PS,2001.0,Sports,Activision Value,0.12,0.08,0.0,0.01,0.21,,,,,,,cabela s big game hunter ultimate challenge,3,0.028281239419237245,0.07988522540192398,0
MySims Party,Wii,2009.0,Simulation,Electronic Arts,0.17,0.02,0.0,0.02,0.21,56.0,16.0,tbd,,EA Games,E,mysims party,1,0.011519823712281453,0.046775218818792014,0
Star Wars: The Force Unleashed II,DS,2010.0,Action,LucasArts,0.17,0.03,0.0,0.02,0.21,43.0,5.0,4,5.0,LucasArts,T,star wars the force unleashed ii,9,0.11485528826944298,0.3490478836406646,0
The Dukes of Hazzard: Return of the General Lee,PS2,2004.0,Racing,Ubisoft,0.11,0.08,0.0,0.03,0.21,52.0,17.0,6.8,8.0,Ratbag,E,the dukes of hazzard return of the general lee,1,0.0010879022058782849,0.0023596764035278823,0
Pandemonium!,PS,1996.0,Platform,BMG Interactive Entertainment,0.12,0.08,0.0,0.01,0.21,,,,,,,pandemonium,1,0.0,0.0,0
Transformers: Dark of the Moon,3DS,2011.0,Action,Activision,0.16,0.04,0.0,0.02,0.21,,,,,,,transformers dark of the moon,1,0.00822337946329961,0.007011658804525436,0
Namco Museum: 50th Anniversary,GC,2005.0,Misc,Namco Bandai Games,0.17,0.04,0.0,0.01,0.21,60.0,23.0,tbd,,Backbone Vancouver,E10+,namco museum 50th anniversary,1,0.0038923506150787086,0.004377524182098654,0
Crash 'N' Burn,PS2,2004.0,Racing,Eidos Interactive,0.11,0.08,0.0,0.03,0.21,63.0,17.0,8,7.0,Climax Group,T,crash n burn,1,0.0018999780914343211,0.0010528788732728372,0
NBA,PSP,2005.0,Sports,Sony Computer Entertainment,0.2,0.0,0.0,0.02,0.21,57.0,25.0,6.9,14.0,989 Sports,E,nba,1,-0.01582628177076018,-0.07135738898827758,0
Teenage Mutant Ninja Turtles: Smash-Up,PS2,2009.0,Fighting,Ubisoft,0.11,0.08,0.0,0.03,0.21,,,8.4,12.0,Game Arts,E10+,teenage mutant ninja turtles smash up,1,0.003819886985566027,0.013779953916466796,0
Pro Yakyuu Greatest Nine '97,SAT,1997.0,Sports,Sega,0.0,0.0,0.21,0.0,0.21,,,,,,,pro yakyuu greatest nine 97,5,0.23157924056378085,-0.1946471303860574,0
Nintendo Presents: Crossword Collection,DS,2009.0,Puzzle,Nintendo,0.0,0.19,0.0,0.02,0.21,,,,,,,nintendo presents crossword collection,1,0.008281085003748734,0.013460409303428417,0
Big League Sports,X360,2011.0,Sports,Activision,0.18,0.01,0.0,0.02,0.21,,,tbd,,Activision,E,big league sports,1,0.03570496094252787,0.01487855440800299,0
Petz Rescue: Wildlife Vet,Wii,2008.0,Simulation,Ubisoft,0.2,0.0,0.0,0.02,0.21,,,tbd,,"Lexis Numerique, Virtual Toys",E,petz rescue wildlife vet,1,0.0014183247704095752,0.0010243141722589832,0
Lunar: Silver Star Story Complete,SAT,1997.0,Role-Playing,Kadokawa Shoten,0.0,0.0,0.21,0.0,0.21,,,,,,,lunar silver star story complete,9,0.02892196727144702,0.08579585249746755,0
Dorabase DS: Dramatic Stadium,DS,2007.0,Sports,Namco Bandai Games,0.0,0.0,0.21,0.0,0.21,,,,,,,dorabase ds dramatic stadium,1,0.043082754325759864,0.04709368117850428,0
Disaster Report,PS2,2002.0,Action,Agetec,0.03,0.02,0.15,0.01,0.21,66.0,28.0,8,7.0,Irem,T,disaster report,1,4.801392872698646e-05,0.00016837930422110945,0
EVE: burst error,SAT,1997.0,Adventure,Imagineer,0.0,0.0,0.21,0.0,0.21,,,,,,,eve burst error,1,0.0011820463299075292,0.001361443458029584,0
Armored Core V,X360,2012.0,Simulation,Namco Bandai Games,0.13,0.03,0.04,0.01,0.21,68.0,37.0,7.2,37.0,From Software,T,armored core v,1,0.001148210111683308,0.000959431160735823,0
Backyard NFL Football '09,Wii,2008.0,Sports,Atari,0.2,0.0,0.0,0.02,0.21,,,,,,,backyard nfl football 09,4,0.030167519052582584,0.01837733485242759,0
College Hoops 2K7,X360,2006.0,Sports,Take-Two Interactive,0.2,0.0,0.0,0.02,0.21,82.0,22.0,8.2,12.0,2K Sports,E,college hoops 2k7,1,0.001853625790480583,-0.0013817737823258575,0
Speed Racer: The Videogame,PS2,2008.0,Racing,Warner Bros. Interactive Entertainment,0.1,0.08,0.0,0.03,0.21,,,,,,,speed racer the videogame,1,0.011611952644598198,0.0172975836074067,0
Bratz: Forever Diamondz,GC,2006.0,Adventure,THQ,0.17,0.04,0.0,0.01,0.21,,,tbd,,Blitz Games,E,bratz forever diamondz,1,6.631861552876962e-05,0.0024668340963294303,0
NCAA March Madness 08,X360,2007.0,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.21,69.0,22.0,tbd,,EA Canada,E,ncaa march madness 08,1,0.013506481295325168,0.0021294234275046698,0
WCW Backstage Assault,PS,1999.0,Action,Electronic Arts,0.12,0.08,0.0,0.01,0.21,40.0,9.0,,,Kodiak Interactive,T,wcw backstage assault,1,0.006136665308448111,0.009432889525628839,0
Rampage: Total Destruction,Wii,2006.0,Action,Midway Games,0.19,0.01,0.0,0.02,0.21,46.0,21.0,5.6,19.0,"Pipeworks Software, Inc.",E10+,rampage total destruction,1,0.005812677198930137,0.00607964163601954,0
Magician's Quest: Town of Magic,3DS,2012.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.21,0.0,0.21,,,,,,,magician s quest town of magic,1,0.010671823699810077,0.0016376034866827207,0
Wild Wild Racing,PS2,2000.0,Racing,Interplay,0.1,0.08,0.0,0.03,0.21,64.0,13.0,tbd,,Rage Software,E,wild wild racing,2,0.026587866561710544,0.016876330448119238,0
The Bard's Tale,PS2,2004.0,Role-Playing,Ubisoft,0.1,0.08,0.0,0.03,0.21,76.0,44.0,8.6,14.0,InXile Entertainment,T,the bard s tale,1,0.00045559718851537017,0.0017511523813706115,0
Yoostar2,X360,2011.0,Misc,Unknown,0.11,0.09,0.0,0.02,0.21,,,,,,,yoostar2,1,0.0,0.0,0
Doom (2016),PC,2016.0,Shooter,Bethesda Softworks,0.07,0.13,0.0,0.02,0.21,,,,,,,doom 2016,1,0.020363595063904078,-0.003153066074370408,0
Momotarou Dentetsu 16,PS2,2006.0,Misc,Hudson Soft,0.0,0.0,0.21,0.0,0.21,,,,,,,momotarou dentetsu 16,1,0.007141445437115856,0.0035606061078698728,0
Robotech: The Macross Saga,GBA,2002.0,Shooter,TDK Mediactive,0.15,0.06,0.0,0.0,0.21,61.0,8.0,6.5,4.0,Lucky Chicken,E,robotech the macross saga,1,0.0030373467587403876,0.008369777885622454,0
Transformer: Rise of the Dark Spark,PS4,2014.0,Action,Activision,0.07,0.1,0.01,0.03,0.21,,,,,,,transformer rise of the dark spark,1,0.0055893067754309,0.003628675450889893,0
